data,ticker,nome,setor,industria,preco_atual,market_cap,pl,pl_forward,pvp,psr,ev_ebitda,roe,roa,margem_liquida,margem_bruta,margem_ebitda,dividend_yield,payout_ratio,divida_patrimonio,lpa,lpa_forward,beta,volume_medio
2026-08-24,AXIA3,AXIA ENERGIAON  ATZ NM,Utilities,Utilities - Renewable,52.53,119607132160.0,10.043977,9.018537,1.2321441,2.6836786,11.231,0.10005999,0.03031,0.2705,0.47402,0.40272,7.03,0.6973,62.519,5.23,5.82467,0.217,11200596
2026-08-24,AZZA3,AZZAS 2154  ON      NM,Consumer Cyclical,Footwear & Accessories,14.54,2939637504.0,2.913828,3.043885,0.016961787,0.25865394,2.285,0.03958,0.033210002,0.02852,0.54604,0.11472999,16.36,0.49580002,49.417,4.99,4.77679,,2573873
2026-08-24,B3SA3,B3          ON      NM,Financial Services,Financial Data & Stock Exchanges,15.45,77109862400.0,15.45,12.041995,4.128808,7.1549444,10.364,0.27714002,0.09255,0.49453998,0.95095,0.67370003,5.86,0.7541,82.574,1.0,1.28301,0.11,38219121
2026-08-24,BBAS3,BRASIL      ON      NM,Financial Services,Banks - Regional,18.6,106185048064.0,8.651162,4.047658,0.5834928,1.4152488,,0.105459996,0.007850001,0.21834,0.0,0.0,0.75,0.115200005,,2.15,4.59525,0.234,23009095
2026-08-24,BBDC3,BRADESCO    ON      N1,Financial Services,Banks - Regional,14.36,156404449280.0,6.5570774,,0.8373666,1.6767546,,0.13763,0.010650001,0.26071,0.0,0.0,1.44,0.64449996,,2.19,,0.233,6942554
2026-08-24,BBDC4,BRADESCO    PN      N1,Financial Services,Banks - Regional,16.27,176898654208.0,7.4292235,5.410169,0.9487434,1.8964655,,0.13763,0.010650001,0.26071,0.0,0.0,1.4,0.709,,2.19,3.0073,0.233,31066984
2026-08-24,BBSE3,BBSEGURIDADEON      NM,Financial Services,Insurance - Diversified,38.1,73961562112.0,8.054968,8.651462,6.7914433,7.0771046,6.586,0.85944,0.28809,0.87929,0.98227996,0.95492,12.34,0.96169996,,4.73,4.40388,0.08,6359243
2026-08-24,BEEF3,MINERVA     ON  ATZ NM,Consumer Defensive,Packaged Foods,3.93,3895191808.0,10.076923,4.7557964,2.4670432,0.0680649,3.924,0.2322,0.05337,0.00801,0.16832,0.08465,3.12,0.5039,1346.483,0.39,0.82636,0.26,12985292
2026-08-24,BLAU3,BLAU        ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,8.99,2076554752.0,8.90099,6.4867125,0.8897466,1.1626014,5.671,0.10276,0.051469997,0.13092,0.41339,0.19944,3.38,0.73730004,36.829,1.01,1.38591,0.458,245942
2026-08-24,BMOB3,BEMOBI TECH ON  EJ  NM,Communication Services,Entertainment,23.14,1930515968.0,12.243386,10.330357,2.0477874,1.0265622,11.13,0.16359,0.060159996,0.08492,0.26634002,0.07852,8.64,0.9411,4.697,1.89,2.24,0.068,383901
2026-08-24,BPAC11,BTGP BANCO  UNT     N2,Financial Services,Capital Markets,52.6,177238851584.0,85.66775,8.641253,3.1517768,3.8755918,,0.24406,0.02409,0.39796,0.0,0.0,1.78,,,0.614,6.08708,0.323,10572473
2026-08-24,BRAP4,BRADESPAR   PN      N1,Financial Services,Asset Management,21.49,8447646208.0,15.35,2.8724802,1.1046003,,,0.0695,-0.00745,0.0,0.0,0.0,16.58,1.6883,0.051,1.4,7.48134,,1824984
2026-08-24,BRAV3,BRAVA       ON  ATZ NM,Energy,Oil & Gas E&P,18.15,8431457280.0,181.5,5.1567187,0.6864599,0.6833232,4.898,0.0044400003,0.03707,0.00441,0.27532,0.38224998,0.66,1.236,154.57,0.1,3.51968,-0.223,6803943
2026-08-24,BRBI11,BR PARTNERS UNT ED  N2,Financial Services,Capital Markets,12.4,,28.181818,6.1069,1.6078838,,,0.19736,0.0094,0.0,0.0,0.0,14.32,,2141.084,0.44,2.03049,0.155,317415
2026-08-24,BRKM5,BRASKEM     PNA     N1,Basic Materials,Chemicals,4.73,3769660416.0,,-5.6075873,-0.29951873,0.053392358,7.898,,0.034649998,-0.07847,0.11517,0.1182,,0.0,,-6.95,-0.8435,0.726,7575842
2026-08-24,BRSR6,BANRISUL    PNB     N1,Financial Services,Banks - Regional,13.53,5533424640.0,3.3740647,4.157614,0.46717998,0.7544289,,0.14481,0.009980001,0.22384001,0.0,0.0,6.57,0.286,,4.01,3.25427,0.157,1755442
2026-08-24,CAML3,CAMIL       ON      NM,Consumer Defensive,Packaged Foods,4.76,1623499136.0,15.866667,4.5623155,0.54319304,0.14631851,7.625,0.0341,0.03093,0.00994,0.22874,0.07288,8.36,1.2103,198.954,0.3,1.04333,0.287,1079181
2026-08-24,CASH3,MELIUZ      ON      NM,Communication Services,Internet Content & Information,5.47,569806592.0,,6.3604646,1.4421302,1.1490492,5.255,-0.20842,0.096140005,-0.20309,0.37695,0.20257,,0.0,0.001,-0.66,0.86,0.778,1667918
2026-08-24,CBAV3,CBA         ON      NM,Basic Materials,Aluminum,11.14,7252950016.0,12.108696,9.521368,1.4322449,0.7780493,6.98,0.14575,0.034930002,0.06414,0.13662,0.16003999,0.39,0.0481,89.138,0.92,1.17,1.013,2344629
2026-08-24,CEAB3,CEA MODAS   ON      NM,Consumer Cyclical,Specialty Retail,7.5,2250098432.0,4.032258,4.0353603,0.5916693,0.28075954,4.221,0.15493,0.059070002,0.07016,0.54568,0.12521,11.83,0.28,71.667,1.86,1.85857,0.821,7573928
2026-08-24,CMIG4,CEMIG       PN      N1,Utilities,Utilities - Regulated Electric,10.21,29207562240.0,6.3024693,8.81822,1.0008823,0.6677611,6.133,0.15944,0.05939,0.105059996,0.111379996,0.18039,12.76,0.7906,77.948,1.62,1.15783,0.058,13955075
2026-08-24,CMIN3,CSNMINERACAOON      N2,Basic Materials,Steel,5.97,32131446784.0,18.65625,14.85592,4.3929358,1.8473915,5.585,0.28136,0.08286,0.13414,0.45797002,0.34027,10.59,1.1945,124.233,0.32,0.40186,0.919,9179104
2026-08-24,COGN3,COGNA ON    ON      NM,Consumer Defensive,Education & Training Services,2.14,4284143872.0,5.9444447,4.3659215,0.31159,0.5470547,4.499,0.04926,0.04349,0.08963,0.65204,0.27304,8.99,0.3584,49.599,0.36,0.49016,,24677915
2026-08-24,CPFE3,CPFL ENERGIAON      NM,Utilities,Utilities - Regulated Electric,42.85,49374101504.0,8.224567,9.8163185,2.173472,1.0824711,5.927,0.27276,0.087869994,0.13165,0.31938,0.30462998,8.82,0.71620005,154.706,5.21,4.36518,0.111,1517925
2026-08-24,CPLE3,COPEL       ON      NM,Utilities,Utilities - Regulated Electric,14.35,42613911552.0,13.411215,12.875845,1.8876611,1.5227207,9.549,0.12764,0.05447,0.11406,0.20426,0.24410999,7.51,0.996,97.604,1.07,1.11449,0.267,18354823
2026-08-24,CSAN3,COSAN       ON      NM,Energy,Oil & Gas Refining & Marketing,3.5,13805283328.0,,5.882353,2.777778,0.34441677,1.491,-0.27222002,0.0556,-0.22184,0.34462002,0.36222,,0.0,109.776,-2.9,0.595,0.489,32113220
2026-08-24,CSMG3,COPASA      ON      NM,Utilities,Utilities - Regulated Water,54.56,20688140288.0,16.0,11.314104,2.3367167,2.3810809,9.926,0.1497,0.06351,0.14882,0.41573003,0.33223,2.22,0.5323,105.845,3.41,4.8223,0.274,5399089
2026-08-24,CSNA3,SID NACIONALON,Basic Materials,Steel,5.16,6842644480.0,,-5.845104,0.5623978,0.15169816,6.736,-0.12294,0.0217,-0.05824,0.25778,0.16358,,0.0,356.987,-1.51,-0.88279,1.421,15382062
2026-08-24,CURY3,CURY S/A    ON  ED  NM,Real Estate,Real Estate - Development,30.31,9336922112.0,8.30411,6.3076706,6.7580824,1.6109778,6.665,0.73690003,0.16145,0.18374,0.39707002,0.25253,13.87,1.1976,71.376,3.65,4.80526,0.023,3757017
2026-08-24,CVCB3,CVC BRASIL  ON      NM,Consumer Cyclical,Travel Services,1.62,843693696.0,54.0,11.172414,1.7627856,0.5719961,4.303,-0.33345002,0.04117,-0.08944,0.97578,0.18551001,,0.0,167.471,0.03,0.145,0.436,13027554
2026-08-24,CXSE3,CAIXA SEGURION      NM,Financial Services,Insurance - Diversified,18.7,56100003840.0,12.384107,10.878924,4.0669856,9.356533,10.95,0.33348998,0.20756,0.75434995,0.89702004,0.81491,7.67,0.8703,0.07,1.51,1.71892,0.083,6069451
2026-08-24,CYRE3,CYRELA REALTON      NM,Consumer Cyclical,Residential Construction,23.94,8769483776.0,5.148387,4.4698954,0.9340981,0.8837522,10.096,0.20594,0.03679,0.20556,0.33401,0.16303,16.44,0.5876,72.725,4.65,5.35583,0.08,6803504
2026-08-24,DASA3,DASA        ON      NM,Healthcare,Diagnostics & Research,2.63,3287044352.0,,11.538631,0.48054084,0.35251743,6.742,-0.12092,0.03526,-0.096,0.31016,0.1585,,0.0,111.747,-0.71,0.22793,0.323,1073801
2026-08-24,DESK3,DESKTOP     ON      NM,Communication Services,Telecom Services,18.79,2184146432.0,39.145836,11.052941,1.5265254,1.7200075,5.716,0.04651,0.06516,0.04399,0.60501,0.48463002,0.77,0.3023,121.12,0.48,1.7,0.212,422256
2026-08-24,DIRR3,DIRECIONAL  ON      NM,Real Estate,Real Estate - Development,10.64,5532840448.0,6.5276074,4.6294484,2.3776538,1.1461188,5.407,0.41882,0.05444,0.17729999,0.4035,0.25229,25.19,0.95089996,116.157,1.63,2.29833,0.253,7637171
2026-08-24,DXCO3,DEXCO       ON      NM,Basic Materials,Lumber & Wood Production,5.05,4584747008.0,,8.145162,0.6621215,0.5409994,5.861,0.0073,0.02476,-0.00426,0.24889,0.22365999,1.02,0.0,118.511,-0.04,0.62,0.422,1778471
2026-08-24,ECOR3,ECORODOVIAS ON      NM,Industrials,Infrastructure Operations,6.67,4639793664.0,8.443038,8.036145,1.1278323,0.39019275,5.562,0.12307,0.06858,0.04593,0.36371,0.44244,4.52,0.7693,664.149,0.79,0.83,0.568,4942326
2026-08-24,EGIE3,ENGIE BRASILON  ED  NM,Utilities,Utilities - Renewable,28.04,39715340288.0,8.151163,10.692577,2.1334553,2.9029613,7.934,0.2859,0.06679,0.28941,0.47447,0.54594004,6.3,0.3478,205.959,3.44,2.62238,0.323,3545017
2026-08-24,EMBJ3,EMBRAER     ON      NM,Industrials,Aerospace & Defense,98.2,69902016512.0,30.687498,17.049465,3.9037962,1.584077,15.484,0.12189999,0.037,0.05278,0.1785,0.1078,1.14,0.3031,68.91,3.2,5.7597113,0.683,4857896
2026-08-24,ENEV3,ENEVA       ON      NM,Utilities,Utilities - Diversified,26.1,49929433088.0,52.2,27.049997,2.4527771,2.6090984,12.147,0.071490005,0.04121,0.050300002,0.25725,0.318,,0.0,119.554,0.5,0.96488,0.311,8551226
2026-08-24,ENGI11,ENERGISA    UNT ED  N2,Utilities,Utilities - Regulated Electric,45.42,13911373824.0,32.913044,18.832718,0.8898554,0.37901464,6.773,0.09408,0.04834,0.04133,0.23554,0.22851999,4.57,,198.765,1.38,2.41176,0.077,2771900
2026-08-24,EQTL3,EQUATORIAL  ON      NM,Utilities,Utilities - Regulated Electric,36.33,45641334784.0,64.875,22.018183,1.7451245,0.8341934,8.875,0.050029997,0.04622,0.01752,0.24330999,0.21348,6.63,2.8304,226.843,0.56,1.65,0.024,8861629
2026-08-24,EVEN3,EVEN        ON      NM,Real Estate,Real Estate - Development,4.31,855118336.0,3.504065,2.803252,0.4443757,0.55367893,9.883,0.1113,0.02317,0.12827,0.28752002,0.12626,21.41,0.7449,64.461,1.23,1.5375,0.176,987051
2026-08-24,EZTC3,EZTEC       ON  ED  NM,Real Estate,Real Estate - Development,11.01,3053723136.0,6.6727276,4.8217783,0.5836205,2.1242554,9.688,0.10551,0.027479999,0.36948,0.4125,0.23204,3.36,0.69,34.175,1.65,2.28339,0.441,1939709
2026-08-24,FESA4,FERBASA     PN      N1,Basic Materials,Steel,5.12,1735001984.0,12.487804,3.6571429,0.52865255,0.7976731,11.624,0.04439,-0.01735,0.06782,0.097229995,0.05148,22.83,1.7172999,11.904,0.41,1.4,0.249,871971
2026-08-24,FLRY3,FLEURY      ON  EJ  NM,Healthcare,Diagnostics & Research,18.57,10095138816.0,16.008621,12.322331,2.0235372,1.1483039,6.983,0.12618,0.06468,0.08011,0.27051002,0.22467,8.62,1.0424,98.018,1.16,1.50702,,2760817
2026-08-24,FRAS3,"FRAS,LE     ON      N1",Consumer Cyclical,Auto Parts,23.25,6448040960.0,23.25,14.335923,2.5586002,1.1866398,7.969,0.124060005,0.06899,0.05391,0.33344,0.17758,2.16,0.36990002,100.733,1.0,1.6218,0.014,236715
2026-08-24,GFSA3,GAFISA      ON      NM,Consumer Cyclical,Residential Construction,0.23,36194484.0,,0.76666665,0.0036774112,0.07344928,-4.362,-0.34651002,-0.049569998,-1.24055,-0.37278,-0.74625,,0.0,106.138,-74.47,0.3,0.208,3563279
2026-08-24,GGBR4,GERDAU      PN  ED  N1,Basic Materials,Steel,22.14,43441479680.0,19.252174,7.7733574,0.8117621,0.6246641,5.343,0.041810002,0.05029,0.03217,0.13104999,0.1437,4.15,0.5913,28.232,1.15,2.84819,0.907,10154807
2026-08-24,GGPS3,GPS         ON      NM,Industrials,Specialty Business Services,12.2,9178675200.0,9.68254,7.430506,2.0411577,0.51099324,5.417,0.22337,0.07276,0.050970003,0.14743,0.11602,4.41,0.2578,137.766,1.26,1.64188,0.261,3386343
2026-08-24,GMAT3,GRUPO MATEUSON      NM,Consumer Cyclical,Department Stores,4.3,9902845952.0,5.9722223,4.831461,0.9104383,0.2441037,6.377,0.14676,0.056999996,0.04109,0.22306,0.06278,6.01,0.1697,55.761,0.72,0.89,,5380364
2026-08-24,GOAU4,GERDAU MET  PN  ED  N1,Basic Materials,Steel,9.75,12896207872.0,16.25,4.8029556,0.67056394,0.18544024,5.819,0.04168,0.05061,0.011419999,0.13104999,0.14158,4.47,0.5542,28.199,0.6,2.03,0.87,8253085
2026-08-24,GRND3,GRENDENE    ON      NM,Consumer Cyclical,Footwear & Accessories,3.51,3166581504.0,5.484375,4.68,1.0040046,1.2252955,11.713,0.17924,0.02665,0.24951,0.45237,0.10656,29.15,0.8631,2.237,0.64,0.75,0.4,2870534
2026-08-24,HAPV3,HAPVIDA     ON      NM,Financial Services,Insurance - Life,6.36,3021559296.0,,5.433761,0.06257687,0.09485097,4.274,-0.00358,0.01549,-0.00545,0.12845,0.08132,,0.0,32.983,-0.36,1.17046,0.256,6732367
2026-08-24,HBOR3,HELBOR      ON      NM,Real Estate,Real Estate Services,1.95,258752560.0,65.0,2.0967743,0.17866962,0.23459408,29.03,0.02323,0.0102699995,0.00413,0.29524,0.107200004,1.1,0.58599997,72.264,0.03,0.93,1.065,1035587
2026-08-24,HBSA3,HIDROVIAS   ON      NM,Industrials,Integrated Freight & Logistics,3.47,4720527872.0,173.5,12.247203,2.3541384,2.1014297,8.89,0.022060001,0.05076,-0.055219997,0.38042,0.36313,,0.0,156.208,0.02,0.28333,0.33,1918137
2026-08-24,HYPE3,HYPERA      ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,21.42,15079593984.0,8.083018,6.653414,1.044929,1.7099389,7.598,0.13163,0.063200004,0.19823,0.6117,0.30938,4.97,0.41779998,51.846,2.65,3.2194,0.105,2726162
2026-08-24,IGTI11,IGUATEMI S.AUNT     N1,Real Estate,Real Estate Services,23.65,,145.09203,10.697775,1.4199088,,9.17,0.13515,0.054629996,0.41908002,0.74004996,0.65339,2.86,,89.883,0.163,2.21074,0.083,2084368
2026-08-24,INTB3,INTELBRAS   ON      NM,Industrials,Building Products & Equipment,13.84,4528601600.0,7.5628414,6.966221,1.3712474,0.9947864,7.12,0.18591,0.05974,0.13099,0.31344998,0.12507,8.55,0.6165,26.334,1.83,1.98673,-0.033,1784662
2026-08-24,IRBR3,IRBBRASIL REON      NM,Financial Services,Insurance - Reinsurance,51.16,4152595712.0,17.40136,5.887227,0.783701,0.84440506,-0.183,0.04567,0.023,0.04892,0.43973,0.11262,3.16,0.5373,5.38,2.94,8.69,0.704,432906
2026-08-24,ISAE4,ISA ENERGIA PN      N1,Utilities,Utilities - Independent Power Producers,26.08,18403454976.0,6.0934577,8.781855,0.77545196,1.7240547,7.138,0.13186,0.06196,0.26392,0.45817003,0.43883,10.14,0.4328,78.848,4.28,2.96976,0.118,3123485
2026-08-24,ITSA4,ITAUSA      PN      N1,Industrials,Conglomerates,12.65,141772980224.0,7.808642,6.6578946,1.5115305,16.728376,77.817,0.18924999,0.00378,2.14289,0.26171,0.2282,0.78,0.3387,12.322,1.62,1.9,0.257,27263042
2026-08-24,ITUB3,ITAUUNIBANCOON      N1,Financial Services,Banks - Regional,41.66,459171201024.0,9.919048,,2.1084063,3.1950347,,0.21476,0.01577,0.32584,0.0,0.0,0.53,0.7383,,4.2,,0.159,3705731
2026-08-24,ITUB4,ITAUUNIBANCOPN      N1,Financial Services,Banks - Regional,38.73,426877091840.0,9.221429,7.599601,1.9601194,2.9703238,,0.21476,0.01577,0.32584,0.0,0.0,2.31,0.7383,,4.2,5.09632,0.159,25237168
2026-08-24,JHSF3,JHSF PART   ON      NM,Real Estate,Real Estate - Development,10.2,6760045568.0,3.2903225,5.9475217,0.96299094,1.6680177,4.678,0.29331,0.0725,0.52592,0.63238,0.50777,8.17,0.2056,86.011,3.1,1.715,0.477,3971343
2026-08-24,JSLG3,JSL         ON      NM,Industrials,Integrated Freight & Logistics,5.28,1506748032.0,,2.9497209,1.273824,0.15358554,5.148,-0.06961,0.047849998,-0.010650001,0.15461999,0.15279001,36.48,6.655,652.017,-0.37,1.79,0.359,831106
2026-08-24,KEPL3,KEPLER WEBERON      NM,Industrials,Farm & Heavy Construction Machinery,6.24,1081127680.0,7.7999997,11.299844,1.3553431,0.7512385,5.703,0.18312,0.06764,0.09712,0.22678,0.12785,8.8,0.5376,42.798,0.8,0.55222,0.046,1046046
2026-08-24,KLBN11,KLABIN S/A  UNT     N2,Basic Materials,Paper & Paper Products,18.68,132741226496.0,28.260212,10.811625,2.4231417,6.416203,8.377,0.036510002,0.0209,0.00855,0.24924,0.32214,8.85,,229.751,0.661,1.72777,0.015,4894743
2026-08-24,LAVV3,LAVVI       ON      NM,Real Estate,Real Estate Services,9.81,1917211136.0,5.302703,2.800193,1.3221024,1.057358,7.565,0.23990999,0.04851,0.19914,0.33303002,0.19752,19.62,0.97730005,85.879,1.85,3.50333,0.432,522273
2026-08-24,LEVE3,METAL LEVE  ON      NM,Consumer Cyclical,Auto Parts,32.44,4396884992.0,6.311284,6.3659267,4.10477,0.82039917,5.723,0.81636,0.14140001,0.13005,0.27292,0.18014,8.85,0.5545,170.212,5.14,5.09588,0.324,232618
2026-08-24,LJQQ3,"QUERO,QUERO ON      NM",Consumer Cyclical,Specialty Retail,1.1,227608992.0,,15.714286,0.56208485,0.07924696,38.906,-0.50551,-8.0000005e-05,-0.06883,0.31134,0.01722,,0.0,790.436,-0.96,0.07,0.345,2476000
2026-08-24,LOGG3,LOG COM PROPON  ED  NM,Real Estate,Real Estate Services,23.5,2054586624.0,5.503513,3.8162792,0.58383644,7.5107718,244.811,0.10479999,0.001,1.36743,0.96607,0.06107,28.15,1.627,64.106,4.27,6.15783,0.399,631543
2026-08-24,LREN3,LOJAS RENNERON      NM,Consumer Cyclical,Department Stores,10.65,10233760768.0,7.1,6.219014,0.9874826,0.640751,5.129,0.14456001,0.062179998,0.09354,0.6199,0.14569001,8.35,0.5996,31.713,1.5,1.71249,0.372,15589742
2026-08-24,LWSA3,LWSA        ON  ED  NM,Technology,Software - Infrastructure,4.14,2322909440.0,,11.11887,0.9232827,1.5415685,-10.737,-0.07797,-0.03983,-0.13288,0.47792,-0.12314,1.05,1.1373,3.019,-0.37,0.37234,,3459756
2026-08-24,MBRF3,MARFRIG     ON      NM,Consumer Defensive,Packaged Foods,18.46,25722507264.0,65.928566,26.724573,2.2644746,0.15509135,7.615,0.00906,0.02676,0.0022,0.122480005,0.06384,28.89,9.9522,539.118,0.28,0.69075,0.016,7159875
2026-08-24,MDIA3,M.DIASBRANCOON      NM,Consumer Defensive,Packaged Foods,17.2,5771838976.0,8.958334,7.382545,0.70024025,0.5538212,5.271,0.07809,0.03481,0.06229,0.28178,0.09968001,2.08,0.1877,20.93,1.92,2.32982,,590098
2026-08-24,MDNE3,MOURA DUBEUXON      NM,Real Estate,Real Estate Services,23.57,2437477120.0,3.9814188,3.688576,1.1498684,0.9331885,4.941,0.28023002,0.06396,0.21434,0.37754002,0.23096001,20.13,0.7995,47.778,5.92,6.39,0.336,1145785
2026-08-24,MGLU3,MAGAZ LUIZA ON      NM,Consumer Cyclical,Specialty Retail,4.16,3226738944.0,37.81818,5.1354218,0.28896916,0.08428384,6.897,0.00796,0.01898,0.0023100001,0.29884002,0.03778,0.63,0.22760001,76.228,0.11,0.81006,0.814,21626679
2026-08-24,MILS3,MILLS       ON      NM,Industrials,Rental & Leasing Services,15.75,3588365568.0,8.37766,8.41535,1.9026335,1.8799518,5.011,0.26255,0.111219995,0.23526,0.60752,0.50076,7.66,0.6046,98.586,1.88,1.87158,0.012,1047200
2026-08-24,MOTV3,MOTIVA SA   ON      NM,Industrials,Infrastructure Operations,14.47,29083822080.0,8.613095,9.586273,1.6391028,1.445328,6.92,0.21971,0.06622,0.1927,0.55441004,0.45353,1.43,0.23040001,244.76,1.68,1.50945,0.287,8599668
2026-08-24,MOVI3,MOVIDA      ON      NM,Industrials,Rental & Leasing Services,7.03,2819285248.0,5.8099174,3.1838624,0.722582,0.18831275,4.132,0.13204001,0.06777,0.028889999,0.34967998,0.39551,12.74,0.6067,642.732,1.21,2.20801,0.316,4761905
2026-08-24,MRVE3,MRV         ON      NM,Real Estate,Real Estate - Development,5.16,2904225536.0,,2.8880544,0.6343742,0.24843843,4.986,-0.100389995,0.03749,-0.04926,0.29694,0.15277,,0.0,168.529,-1.02,1.78667,0.507,10251618
2026-08-24,MULT3,MULTIPLAN   ON      N2,Real Estate,Real Estate Services,26.94,13228795904.0,9.6214285,10.176483,1.9581335,4.143036,7.737,0.21899,0.10887,0.43416,0.81061995,0.73649,4.25,0.4013,75.295,2.8,2.64728,0.129,3321154
2026-08-24,MYPK3,"IOCHP,MAXIONON      NM",Consumer Cyclical,Auto Parts,9.19,1376384128.0,15.065573,3.9592612,0.33605146,0.09090251,4.348,0.049039997,0.03749,0.00604,0.11885,0.08886,9.8,0.503,123.096,0.61,2.32114,0.204,846273
2026-08-24,NATU3,NATURA      ON      NM,Consumer Defensive,Household & Personal Products,8.25,11329735680.0,,8.62736,0.9008517,0.5317994,9.196,-0.02478,0.02548,-0.1247,0.65753996,0.08019,,0.0,53.698,-0.37,0.95626,0.513,10346901
2026-08-24,ORVR3,ORIZON      ON      NM,Industrials,Waste Management,16.03,8805221376.0,94.29412,14.2689295,1.0554385,5.8730016,11.91,0.023599999,0.02859,0.03352,0.39066002,0.31939,,0.0,73.932,0.17,1.12342,,2727687
2026-08-24,PETR3,PETROBRAS   ON      N2,Energy,Oil & Gas Integrated,46.94,604997091328.0,4.566148,3.1735513,1.2579054,1.103017,3.907,0.30274,0.10073,0.24317,0.50595003,0.4431,8.79,0.2872,76.067,10.28,14.791,-0.218,10131860
2026-08-24,PETR4,PETROBRAS   PN      N2,Energy,Oil & Gas Integrated,42.11,575369379840.0,4.092323,4.2625775,1.1284703,1.0490004,3.64,0.30274,0.10073,0.24317,0.50595003,0.4431,9.79,0.2872,76.067,10.29,9.879,-0.218,39020825
2026-08-24,PGMN3,PAGUE MENOS ON      NM,Healthcare,Pharmaceutical Retailers,3.32,2386631424.0,6.64,4.867393,0.6986532,0.15262257,6.185,0.10585,0.06262,0.021,0.32297,0.060089998,15.06,0.5116,101.786,0.5,0.68209,0.016,4772706
2026-08-24,PINE4,PINE        PN      N2,Financial Services,Banks - Regional,10.52,2654166272.0,4.3292184,3.404531,1.4850367,1.7399462,,0.40772,0.01867,0.3951,0.0,0.0,10.43,0.2313,,2.43,3.09,0.467,1151534
2026-08-24,PLPL3,PLANOEPLANO ON      NM,Real Estate,Real Estate - Development,6.8,1380738560.0,4.4736843,2.676017,1.3484037,0.3897399,2.895,0.31768,0.07779,0.08618,0.28561002,0.13503,21.72,0.325,62.443,1.52,2.54109,,2462454
2026-08-24,PNVL3,DIMED       ON      NM,Healthcare,Drug Manufacturers - General,11.5,1717819776.0,12.6373625,7.867552,1.2627648,0.29123017,10.647,0.10791001,0.049790002,0.023340002,0.33039,0.045029998,3.26,0.4129,106.585,0.91,1.4617,0.311,791465
2026-08-24,POMO3,MARCOPOLO   ON      N2,Industrials,Farm & Heavy Construction Machinery,4.16,5164225024.0,4.3333335,,1.2713935,0.5672765,4.872,0.2832,0.08765,0.13189,0.24496001,0.16073999,25.7,0.9789,80.724,0.96,,0.143,1313018
