data,ticker,preco_atual,target_low,target_mean,target_median,target_high,upside_pct,recommendation_key,recommendation_mean,num_analistas
2026-08-24,CYRE3,23.94,29.0,35.83077,36.0,42.0,0.49669047619047624,strong_buy,1.46154,13.0
2026-08-24,DASA3,2.63,2.5,3.78,3.9,5.0,0.43726235741444874,hold,2.6,10.0
2026-08-24,DESK3,18.79,7.3,17.13667,18.5,21.7,-0.08798988823842468,buy,2.5,6.0
2026-08-24,DIRR3,10.64,17.0,19.41667,19.5,22.0,0.8248749999999998,strong_buy,1.25,12.0
2026-08-24,DXCO3,5.05,5.5,7.795,7.9,9.0,0.5435643564356436,none,,10.0
2026-08-24,ECOR3,6.67,8.6,12.76923,12.5,16.0,0.9144272863568217,buy,1.53846,13.0
2026-08-24,EGIE3,28.04,30.0,34.11286,33.25,44.0,0.2165784593437945,underperform,3.71429,14.0
2026-08-24,EMBJ3,98.2,86.80083,109.53686,112.35475,134.02531,0.11544663951120171,buy,1.66667,5.0
2026-08-24,ENEV3,26.1,26.6,31.73333,31.35,36.0,0.21583639846743274,strong_buy,1.25,12.0
2026-08-24,ENGI11,45.42,56.0,65.31,62.0,88.3,0.43791281373844115,none,,13.0
2026-08-24,EQTL3,36.33,46.0,51.44714,50.0,61.7,0.4161062482796587,strong_buy,1.35714,14.0
2026-08-24,EVEN3,4.31,6.0,8.77143,9.0,10.0,1.0351345707656616,hold,2.85714,7.0
2026-08-24,EZTC3,11.01,13.0,17.6,17.0,23.0,0.5985467756584923,hold,2.54545,11.0
2026-08-24,FESA4,5.12,,,,,,none,,
2026-08-24,FLRY3,18.57,14.0,17.63333,18.0,21.5,-0.050439956919762996,hold,2.75,12.0
2026-08-24,FRAS3,23.25,20.0,26.58889,28.0,30.3,0.14360817204301068,buy,2.22222,9.0
2026-08-24,GFSA3,0.23,,,,,,none,,
2026-08-24,GGBR4,22.14,22.0,27.13333,28.0,32.0,0.2255343270099368,buy,1.86667,15.0
2026-08-24,GGPS3,12.2,15.1,19.87273,19.5,30.0,0.6289122950819674,strong_buy,1.27273,11.0
2026-08-24,GMAT3,4.3,4.0,5.96111,5.9,9.0,0.3863046511627908,hold,2.7,9.0
2026-08-24,GOAU4,9.75,10.3,11.25,11.1,12.5,0.15384615384615374,buy,2.25,4.0
2026-08-24,GRND3,3.51,,,,,,none,,
2026-08-24,HAPV3,6.36,8.0,13.11538,13.0,19.0,1.0621666666666667,hold,2.92308,13.0
2026-08-24,HBOR3,1.95,3.1,4.06667,4.1,5.0,1.0854717948717951,hold,2.66667,3.0
2026-08-24,HBSA3,3.47,3.0,4.4,4.2,6.1,0.26801152737752165,buy,2.28571,7.0
2026-08-24,HYPE3,21.42,24.0,29.16667,29.0,33.0,0.3616559290382819,buy,1.53333,15.0
2026-08-24,IGTI11,23.65,25.0,33.225,34.0,40.7,0.4048625792811842,strong_buy,1.5,12.0
2026-08-24,INTB3,13.84,13.7,17.07,17.0,19.0,0.23338150289017334,buy,1.9,10.0
2026-08-24,IRBR3,51.16,55.0,64.57143,66.0,68.0,0.2621467943706022,buy,1.57143,7.0
2026-08-24,ISAE4,26.08,26.5,30.78714,30.55,35.0,0.18048849693251534,none,,14.0
2026-08-24,ITSA4,12.65,15.4,16.7,16.3,18.0,0.32015810276679835,strong_buy,1.14286,7.0
2026-08-24,ITUB3,41.66,,,,,,none,,
2026-08-24,ITUB4,38.73,30.5,48.15385,50.0,55.0,0.243321714433256,strong_buy,1.46154,13.0
2026-08-24,JHSF3,10.2,9.0,11.71667,11.15,15.0,0.14869313725490207,buy,1.83333,6.0
2026-08-24,JSLG3,5.28,6.6,11.3,10.15,18.0,1.1401515151515151,strong_buy,1.375,8.0
2026-08-24,KEPL3,6.24,5.6,6.3,6.3,7.0,0.009615384615384581,underperform,4.0,2.0
2026-08-24,KLBN11,18.68,18.5,22.58375,22.5,29.0,0.2089801927194861,buy,1.9375,16.0
2026-08-24,LAVV3,9.81,18.0,22.2,23.0,26.0,1.262996941896024,none,,5.0
2026-08-24,LEVE3,32.44,30.0,35.75,35.5,42.0,0.10203452527743528,hold,3.0,4.0
2026-08-24,LJQQ3,1.1,3.3,3.83333,3.5,4.7,2.4848454545454546,none,,3.0
2026-08-24,LOGG3,23.5,17.5,30.12222,32.0,35.0,0.28179659574468086,hold,2.88889,9.0
2026-08-24,LREN3,10.65,13.5,18.12143,18.0,22.0,0.7015427230046949,buy,1.86667,14.0
2026-08-24,LWSA3,4.14,5.0,5.85455,6.0,7.0,0.4141425120772948,strong_buy,1.45455,11.0
2026-08-24,MBRF3,18.46,13.5,22.88,23.0,28.0,0.23943661971830976,buy,2.33333,15.0
2026-08-24,MDIA3,17.2,19.0,24.40909,25.0,32.0,0.4191331395348836,hold,3.09091,11.0
2026-08-24,MDNE3,23.57,38.0,42.66667,43.0,47.0,0.8102108612643191,strong_buy,1.33333,6.0
2026-08-24,MGLU3,4.16,5.0,8.17857,6.4,13.6,0.9660024038461539,hold,3.06667,14.0
2026-08-24,MILS3,15.75,12.8,16.36,15.0,20.0,0.038730158730158726,none,,5.0
2026-08-24,MOTV3,14.47,15.0,18.7,18.4,22.1,0.2923289564616447,strong_buy,1.5,12.0
2026-08-24,MOVI3,7.03,8.3,14.02303,15.0,18.0,0.9947411095305831,buy,1.69231,13.0
2026-08-24,MRVE3,5.16,6.0,8.55385,8.0,12.0,0.6577228682170544,buy,2.30769,13.0
2026-08-24,MULT3,26.94,28.0,37.38462,37.0,46.0,0.3876993318485522,buy,1.53846,13.0
2026-08-24,MYPK3,9.19,11.0,12.95,13.0,16.0,0.4091403699673559,none,,10.0
2026-08-24,NATU3,8.25,9.0,10.42857,10.0,13.5,0.26406909090909103,hold,2.78571,14.0
2026-08-24,ORVR3,16.03,21.4,23.39556,23.75,26.05,0.45948596381784146,strong_buy,1.22222,9.0
2026-08-24,PETR3,46.94,55.0,57.85,58.0,60.8,0.23242437153813378,strong_buy,1.25,8.0
2026-08-24,PETR4,42.11,47.0,55.90769,56.0,63.0,0.32765827594395636,buy,1.61538,13.0
2026-08-24,PGMN3,3.32,5.0,6.72222,6.5,9.0,1.0247650602409641,buy,1.6,9.0
2026-08-24,PINE4,10.52,18.0,19.2,19.0,20.0,0.8250950570342206,strong_buy,1.4,5.0
2026-08-24,PLPL3,6.8,12.0,16.77778,17.0,23.0,1.4673205882352942,strong_buy,1.33333,9.0
2026-08-24,PNVL3,11.5,15.0,17.0,17.0,19.0,0.4782608695652173,none,,6.0
2026-08-24,POMO3,4.16,,,,,,none,,
2026-08-24,POMO4,4.44,7.0,8.43,8.1,10.5,0.8986486486486485,strong_buy,1.4,10.0
2026-08-24,POSI3,3.42,5.2,5.73333,6.0,6.0,0.6764122807017543,buy,1.66667,3.0
2026-08-24,PRIO3,61.62,56.0,68.2,68.5,78.0,0.10678351184680301,buy,1.78571,14.0
2026-08-24,PRNR3,16.45,28.0,29.66667,30.0,31.0,0.8034449848024316,buy,1.66667,3.0
2026-08-24,PSSA3,47.59,46.0,57.0,59.0,63.0,0.19773061567556205,buy,2.27273,11.0
2026-08-24,QUAL3,1.63,1.7,2.56667,2.3,4.0,0.5746441717791411,hold,2.8,9.0
2026-08-24,RADL3,18.32,18.0,25.25333,26.0,31.0,0.3784568777292576,buy,1.86667,15.0
2026-08-24,RAIL3,14.24,12.0,18.78,19.0,23.0,0.3188202247191012,buy,1.93333,15.0
2026-08-24,RANI3,7.83,10.0,11.75,11.5,14.0,0.5006385696040869,strong_buy,1.5,4.0
2026-08-24,RAPT4,4.73,5.0,7.3125,7.0,10.0,0.5459830866807609,buy,2.16667,12.0
2026-08-24,RCSL4,0.75,,,,,,none,,
2026-08-24,RDOR3,34.52,37.7,47.76429,48.0,58.0,0.38367004634994206,strong_buy,1.42857,14.0
2026-08-24,RECV3,10.51,8.5,11.92308,12.0,13.5,0.1344509990485252,hold,3.15385,13.0
2026-08-24,RENT3,33.7,37.5,55.09333,55.0,70.0,0.6348169139465873,buy,1.6,15.0
2026-08-24,RIAA3,6.82,10.5,12.6,12.75,14.0,0.847507331378299,strong_buy,1.3,10.0
2026-08-24,SANB11,29.65,27.0,33.43,33.0,44.0,0.12748735244519405,none,,10.0
2026-08-24,SAPR11,33.2,33.45,41.88455,42.5,50.88,0.261582831325301,hold,3.27273,11.0
2026-08-24,SAUD3,13.93,13.1,17.68889,18.0,20.0,0.2698413496051688,buy,1.55556,9.0
2026-08-24,SBFG3,8.18,14.0,16.11111,16.0,20.0,0.9695733496332519,strong_buy,1.44444,9.0
2026-08-24,SBSP3,23.86,23.8,34.24133,34.0,40.0,0.43509346186085485,buy,1.5625,15.0
2026-08-24,SEER3,11.75,12.8,16.32857,16.0,20.5,0.3896655319148936,buy,1.85714,7.0
2026-08-24,SIMH3,6.24,8.5,13.67778,12.0,22.0,1.1919519230769229,buy,2.11111,9.0
2026-08-24,SLCE3,15.74,14.5,17.80909,17.0,23.0,0.13145425667090227,hold,2.90909,11.0
2026-08-24,SMFT3,17.6,25.0,31.34615,32.0,38.0,0.7810312499999998,strong_buy,1.30769,13.0
2026-08-24,SMTO3,19.27,15.0,20.34,21.0,25.0,0.05552672548002069,hold,2.8,10.0
2026-08-24,SOJA3,6.66,6.5,10.0,10.0,12.0,0.5015015015015014,hold,2.71429,7.0
2026-08-24,SUZB3,46.32,53.0,65.78235,66.0,75.0,0.42017163212435227,strong_buy,1.41176,17.0
2026-08-24,SYNE3,3.59,9.1,9.1,9.1,9.1,1.5348189415041782,none,,1.0
2026-08-24,TAEE11,37.78,30.0,37.76,37.0,44.88,-0.000529380624669229,underperform,3.76923,13.0
2026-08-24,TEND3,31.02,37.0,45.20833,44.0,58.0,0.4573929722759509,strong_buy,1.25,12.0
2026-08-24,TFCO4,12.65,18.0,19.3,19.0,20.5,0.5256916996047432,buy,1.66667,5.0
2026-08-24,TGMA3,34.7,43.5,44.6,44.6,45.7,0.28530259365994226,none,,2.0
2026-08-24,TIMS3,18.58,20.0,24.12857,23.25,30.0,0.2986313240043059,hold,2.6,14.0
2026-08-24,TOTS3,31.92,36.5,48.38462,47.0,61.0,0.5158088972431076,strong_buy,1.46154,13.0
2026-08-24,TTEN3,11.04,17.0,21.50909,21.6,26.6,0.9482871376811597,strong_buy,1.27273,11.0
2026-08-24,TUPY3,14.96,13.0,18.66667,18.0,35.0,0.24777205882352926,none,,9.0
2026-08-24,UGPA3,34.72,25.0,34.54667,34.0,43.0,-0.004992223502304105,buy,2.125,15.0
2026-08-24,UNIP6,58.88,58.0,64.0,64.0,70.0,0.08695652173913038,none,,2.0
2026-08-24,USIM5,7.12,5.0,8.8,8.5,14.0,0.2359550561797754,buy,2.42857,14.0
2026-08-24,VALE3,77.13,59.89056,88.13227,86.87819,108.672516,0.14264579281732148,buy,2.30769,12.0
2026-08-24,VAMO3,2.82,3.5,4.81538,4.8,7.0,0.7075815602836881,buy,2.07692,13.0
2026-08-24,VBBR3,33.86,27.0,38.825,39.5,47.0,0.14663319551092746,buy,1.5625,16.0
2026-08-24,VIVA3,21.6,24.0,31.85714,32.0,37.0,0.4748675925925925,buy,1.57143,14.0
2026-08-24,VIVT3,29.42,30.5,37.44667,37.0,50.0,0.2728303874915021,hold,2.8,15.0
2026-08-24,VLID3,17.33,,,,,,none,,
2026-08-24,VTRU3,13.42,15.0,19.4125,20.0,22.0,0.44653502235469467,buy,1.75,8.0
2026-08-24,VULC3,13.55,20.0,22.83333,22.5,26.0,0.6851166051660516,none,,6.0
2026-08-24,WEGE3,49.07,42.6,55.3,54.5,70.0,0.12696148359486448,buy,2.0,16.0
2026-08-24,YDUQ3,8.88,10.0,16.0625,16.0,23.0,0.8088400900900898,buy,1.75,12.0
